TailNum,sn,Model,Config,OperatedBy
N33182,14500909,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N16183,14500914,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11184,14500917,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N17185,14500922,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N14186,14500924,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11187,14500927,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N14188,14500929,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11189,14500931,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N27190,14500934,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11191,14500935,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11192,14500936,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11193,14500938,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11194,14500940,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N12195,14500943,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N17196,14500945,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N21197,14500947,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N14198,14500951,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11199,14500953,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N27200,14500956,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N12201,14500959,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N13202,14500962,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N14203,14500964,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N14204,14500968,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N416SW,7089,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N492SW,7168,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N594SW,7285,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N779CA,7306,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N781CA,7312,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N783CA,7315,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N809CA,7366,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N868CA,7427,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N983CA,7169,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N984CA,7171,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N986CA,7174,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N988CA,7204,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N417SW,7400,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N418SW,7446,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N423SW,7456,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N426SW,7468,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N427SW,7497,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N429SW,7518,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N430SW,7523,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N431SW,7536,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N432SW,7548,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N433SW,7550,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N435SW,7555,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N437SW,7564,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N438SW,7574,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N439SW,7578,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N440SW,7589,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N441SW,7602,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N442SW,7609,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N443SW,7638,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N445SW,7651,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N446SW,7666,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N447SW,7677,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N448SW,7678,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N449SW,7699,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N452SW,7716,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N453SW,7743,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N454SW,7749,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N455CA,7592,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N455SW,7760,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N457SW,7773,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N459SW,7782,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N460SW,7803,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N461SW,7811,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N463SW,7820,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N464SW,7827,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N465SW,7845,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N466SW,7856,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N468CA,7649,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N471CA,7655,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N472CA,7667,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N477CA,7670,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N479CA,7675,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N487CA,7729,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N494CA,7765,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N495CA,7774,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N496CA,7791,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N498CA,7792,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N506CA,7793,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N507CA,7796,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N593ML,7465,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N601XJ,8044,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N602XJ,8045,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N629BR,7251,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N652BR,7429,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N659BR,7509,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N675BR,7635,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N679SA,7652,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N685BR,7712,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N693BR,7761,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N699BR,7801,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N701BR,7448,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N702BR,7462,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N709BR,7850,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N821AS,7194,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N823AS,7196,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N824AS,7203,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N862AS,7476,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N863AS,7487,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N864AS,7502,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N866AS,7517,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N869AS,7479,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N874AS,7551,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N875AS,7559,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N8828D,7828,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N885AS,7521,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N886AS,7531,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N8884E,7884,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N889AS,7538,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N8903A,7903,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N8923A,7923,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N8932C,7932,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N8933B,7933,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N8942A,7942,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N8965E,7965,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N8968E,7968,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N8982A,7982,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N903SW,7425,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N905SW,7437,Canadair CL-600-2B19 Regional Jet CRJ-200LR,Y50,SkyWest
N906SW,7510,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N907SW,7511,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N908SW,7540,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N909SW,7558,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N910EV,7727,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N910SW,7566,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N912EV,7728,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N912SW,7595,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N913EV,7731,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N913SW,7597,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N915EV,7754,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N915SW,7615,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N916SW,7634,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N917SW,7641,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N918SW,7645,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N919SW,7657,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N920SW,7660,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N923SW,7664,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N924SW,7681,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N925SW,7682,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N926SW,7687,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N927SW,7693,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N928EV,8006,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N928SW,7701,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N929EV,8007,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N929SW,7703,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N930EV,8014,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N930SW,7713,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N932EV,8016,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N932SW,7714,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N934SW,7722,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N935SW,7725,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N936SW,7726,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N937SW,7735,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N938SW,7741,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N939SW,7742,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N941SW,7750,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N943SW,7762,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N944SW,7764,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N945SW,7770,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N946SW,7776,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N947SW,7786,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N948SW,7789,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N951SW,7795,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N952SW,7805,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N953SW,7813,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N954SW,7815,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N955SW,7817,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N956SW,7825,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N957SW,7829,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N958SW,7833,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N959SW,7840,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N960SW,7853,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N961SW,7857,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N962SW,7859,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N963SW,7865,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N964SW,7868,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N965SW,7871,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N967SW,7872,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N969SW,7876,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N970SW,7881,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N971SW,7947,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N973SW,7949,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N975SW,7951,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N976SW,7952,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N978SW,7953,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N979SW,7954,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N980SW,7955,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N982SW,7956,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N983SW,7961,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N986SW,7967,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N701SK,10133,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N702SK,10136,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N705SK,10145,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N706SK,10149,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N707SK,10003,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N708SK,10156,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N709SK,10159,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N710SK,10170,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N712SK,10172,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N713SK,10174,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N715SK,10179,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N716SK,10180,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N718SK,10184,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N719SK,10188,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N724SK,10189,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N726SK,10190,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N727SK,10191,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N728SK,10192,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N730SK,10193,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N732SK,10194,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N738SK,10195,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N740SK,10196,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N742SK,10197,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N743SK,10199,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N744SK,10200,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N745SK,10201,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N746SK,10202,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N748SK,10203,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N750SK,10207,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N751SK,10208,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N752SK,10209,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N753SK,10214,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N754SK,10215,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N755SK,10220,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N756SK,10221,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N758SK,10222,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N760SK,10223,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N762SK,10226,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N763SK,10228,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N764SK,10229,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N765SK,10231,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N766SK,10232,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N767SK,10233,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N768SK,10234,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N770SK,10243,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N771SK,10244,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N772SK,10235,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N773SK,10236,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N774SK,10240,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N776SK,10241,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N778SK,10242,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N780SK,10277,Canadair CL-600-2C10 Regional Jet CRJ-702ER,F6W32Y28,SkyWest
N782SK,10278,Canadair CL-600-2C10 Regional Jet CRJ-702ER,F6W32Y28,SkyWest
N783SK,10281,Canadair CL-600-2C10 Regional Jet CRJ-702ER,F6W32Y28,SkyWest
N784SK,10284,Canadair CL-600-2C10 Regional Jet CRJ-702ER,F6W32Y28,SkyWest
N785SK,10285,Canadair CL-600-2C10 Regional Jet CRJ-702ER,F6W32Y28,SkyWest
N786SK,10286,Canadair CL-600-2C10 Regional Jet CRJ-702ER,F6W32Y28,SkyWest
N787SK,10288,Canadair CL-600-2C10 Regional Jet CRJ-702ER,F6W32Y28,SkyWest
N788SK,10290,Canadair CL-600-2C10 Regional Jet CRJ-702ER,F6W32Y28,SkyWest
N789SK,10291,Canadair CL-600-2C10 Regional Jet CRJ-702ER,F6W32Y28,SkyWest
N790SK,10292,Canadair CL-600-2C10 Regional Jet CRJ-702ER,F6W32Y28,SkyWest
N791SK,10293,Canadair CL-600-2C10 Regional Jet CRJ-702ER,F6W32Y28,SkyWest
N792SK,10294,Canadair CL-600-2C10 Regional Jet CRJ-702ER,F6W32Y28,SkyWest
N793SK,10295,Canadair CL-600-2C10 Regional Jet CRJ-702ER,F6W32Y28,SkyWest
N794SK,10298,Canadair CL-600-2C10 Regional Jet CRJ-702ER,F6W32Y28,SkyWest
N795SK,10299,Canadair CL-600-2C10 Regional Jet CRJ-702ER,F6W32Y28,SkyWest
N796SK,10300,Canadair CL-600-2C10 Regional Jet CRJ-702ER,F6W32Y28,SkyWest
N797SK,10301,Canadair CL-600-2C10 Regional Jet CRJ-702ER,F6W32Y28,SkyWest
N103SY,17000390,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N105SY,17000395,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N106SY,17000399,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N107SY,17000400,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N108SY,17000401,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N109SY,17000404,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N110SY,17000405,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N113SY,17000407,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N114SY,17000410,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N116SY,17000411,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N117SY,17000416,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N118SY,17000420,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N119SY,17000421,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N120SY,17000425,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N121SY,17000430,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N122SY,17000431,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N124SY,17000439,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N125SY,17000440,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N127SY,17000441,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N128SY,17000445,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N130SY,17000449,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N131SY,17000450,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N132SY,17000451,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N133SY,17000452,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N134SY,17000458,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N135SY,17000460,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N136SY,17000462,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N138SY,17000466,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N139SY,17000468,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N140SY,17000470,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N141SY,17000472,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N142SY,17000475,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N143SY,17000476,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N144SY,17000482,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N145SY,17000484,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N146SY,17000491,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N148SY,17000492,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N149SY,17000495,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N150SY,17000499,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N151SY,17000503,Embraer ERJ-175LR (ERJ-170-200 LR),C12W16Y48,SkyWest
N501UA,24622,Boeing 757-222,C24Y158,United Airlines
N503UA,24624,Boeing 757-222,C24Y158,United Airlines
N504UA,24625,Boeing 757-222,C24Y158,United Airlines
N506UA,24627,Boeing 757-222,C24Y158,United Airlines
N507UA,24743,Boeing 757-222,F24Y158,United Airlines
N508UA,24744,Boeing 757-222,F12C26Y72,United Airlines
N509UA,24763,Boeing 757-222,C24W50Y108,United Airlines
N511UA,24799,Boeing 757-222,C24Y158,United Airlines
N513UA,24810,Boeing 757-222,C24Y158,United Airlines
N514UA,24839,Boeing 757-222,C24W50Y108,United Airlines
